[34,36,86,91,96,67,77,44,53,61,79,38,54,70,99,104,23,26],
[87,116,27,27,27,61,76,7,8,6,7,45,53,9,12,12,79,91],
[5,8,32,39,39,20,27,27,28,64,69,21,21,42,54,62,34,38],
[88,101,77,96,100,22,26,73,77,23,25,56,58,60,62,72,7,7],
[84,102,14,16,16,49,52,23,27,44,46,8,9,46,52,61,68,76],
[60,78,22,29,39,66,82,38,38,47,58,48,73,59,70,75,63,70],
[31,34,38,46,56,39,46,55,60,80,80,86,91,8,9,13,15,25],
[52,62,9,9,11,13,18,6,8,30,39,72,82,38,41,54,8,9],
[31,41,60,74,101,29,29,38,41,90,113,94,107,70,70,97,73,87],
[13,13,10,11,16,17,17,38,41,39,40,2,2,71,73,89,22,22],
[44,57,38,57,59,2,3,40,44,53,54,18,21,69,83,104,47,54],
[22,33,9,20,21,97,106,11,13,28,30,56,61,42,51,53,1,1],
[3,4,51,61,69,73,99,52,63,41,48,61,66,80,96,98,48,49],
[21,23,44,53,54,80,99,60,79,25,30,20,22,42,58,70,39,63],
[10,11,38,39,46,100,102,91,110,100,108,17,23,32,38,42,4,4],
[64,67,57,64,64,59,89,64,84,16,18,10,15,28,29,30,41,45],
[65,80,12,15,16,40,48,63,83,23,26,23,32,61,79,82,50,83],
[50,67,4,8,8,40,44,23,34,35,39,76,82,5,6,7,31,50],
[48,74,57,69,74,63,69,69,80,68,102,93,104,83,87,124,55,58],
[63,77,38,52,60,13,18,20,26,62,65,35,45,50,53,58,34,37],
[69,78,76,80,104,35,40,36,44,12,14,61,67,2,2,2,5,5],
[93,106,30,30,31,58,71,78,92,92,110,16,22,79,102,106,47,57],
[13,22,58,63,63,48,68,43,54,60,63,80,108,90,109,119,67,105],
[55,79,42,47,54,35,35,82,108,81,120,52,70,43,45,51,8,9],
[55,73,77,81,83,44,57,56,59,5,5,82,101,52,61,67,4,6],
[24,28,45,56,63,62,64,68,73,34,37,112,118,24,29,30,8,9],
[59,88,40,43,44,17,24,7,8,81,84,73,100,26,30,32,55,80],
[9,12,7,8,8,74,84,38,44,34,38,45,47,26,32,33,54,61],
[68,71,81,86,91,20,29,25,31,46,48,5,6,1,1,1,15,15],
[88,100,53,56,59,13,16,58,62,72,75,15,19,10,11,13,4,6],
[68,76,54,58,62,65,82,79,88,29,54,72,92,55,65,65,37,47],
[86,95,58,62,67,15,19,77,80,11,15,53,66,71,80,81,49,59],
[15,19,23,26,29,58,79,8,8,62,66,39,46,28,34,43,55,71],
[34,40,89,91,111,48,53,80,93,3,3,30,40,49,70,77,48,61],
[73,93,64,73,73,12,13,17,23,14,16,43,45,75,78,110,1,1],
[34,38,2,2,2,44,66,21,36,53,58,29,40,15,21,27,10,11],
[76,79,61,65,80,45,47,43,45,24,28,21,27,74,82,87,60,75],
[81,98,29,31,41,34,40,88,97,3,3,51,55,60,63,70,54,64],
[3,3,56,58,63,104,107,29,30,43,80,78,88,48,56,69,5,6],
[27,33,18,23,26,78,85,92,108,45,48,36,43,45,53,65,49,61],
[63,75,25,25,27,22,23,64,81,90,105,76,101,23,29,30,62,77],
[89,103,48,55,57,50,53,3,3,70,81,85,88,56,59,63,1,1],
[54,55,54,71,77,27,31,68,79,31,42,20,24,90,103,113,1,1],
[93,96,44,61,79,63,75,38,40,15,18,37,41,75,94,97,95,99],
[1,1,26,29,30,83,87,89,113,46,47,88,90,86,90,102,55,78],
[63,82,10,14,14,14,18,4,4,43,47,81,90,82,106,111,72,89],
[29,39,63,64,73,4,6,87,93,96,98,18,21,52,64,66,55,62],
[13,18,20,21,21,59,67,24,30,27,28,44,48,25,34,43,25,31],
[37,44,43,49,50,114,129,34,44,45,49,51,56,69,79,87,11,11],
[43,50,52,53,89,87,97,71,89,11,11,79,90,28,32,34,47,83],
[53,59,29,43,52,51,58,31,45,56,64,6,6,19,24,24,69,88],
[88,104,24,32,36,92,98,19,19,28,37,41,42,1,1,1,6,8],
[61,65,35,50,52,82,86,86,90,80,85,71,89,18,21,23,3,3],
[90,112,72,83,84,43,47,83,83,9,10,40,62,75,89,100,78,93],
[83,112,11,11,13,6,9,3,3,52,68,63,80,14,19,24,17,19],
[24,32,58,77,81,37,51,77,86,60,67,67,79,75,78,78,35,37],
[37,46,69,74,93,40,41,2,2,16,19,44,45,23,27,31,78,90],
[25,29,22,34,37,43,49,34,52,36,38,74,92,39,44,48,63,64],
[98,100,90,91,116,76,85,95,99,92,120,39,43,63,65,74,53,64],
[75,94,15,18,19,83,90,35,37,57,62,27,32,18,20,25,52,54],
[82,86,86,97,98,52,54,27,35,75,80,41,41,71,72,77,13,15],
[88,105,78,85,100,66,79,89,95,82,83,91,114,49,50,54,7,8],
[87,87,15,19,22,24,29,7,8,47,48,82,86,7,8,8,81,95],
[35,42,29,30,34,40,47,34,40,71,85,76,95,8,8,8,97,100],
[61,65,64,84,143,98,98,16,21,91,92,84,114,40,43,45,69,81],
[64,74,69,87,93,41,49,26,34,54,77,11,13,87,103,112,59,74],
[46,53,63,63,74,32,46,23,24,75,79,30,33,6,6,7,15,20],
[13,15,58,76,98,8,9,91,106,59,88,7,13,58,68,82,89,102],
[56,57,38,40,52,7,9,65,84,48,68,27,31,57,90,92,36,39],
[78,81,25,29,35,83,97,73,96,20,26,17,17,15,15,17,37,42],
[95,115,81,94,99,40,50,9,9,1,1,60,85,22,27,29,42,43],
[71,79,60,62,62,83,85,21,23,12,14,8,9,52,54,57,92,109]
];
OpDue = [3065,3046,3376,3382,3221,3457,2059,1939,2802,3551,2151,2044,2410,2898,2869,3234,2585,2321,3548,2244,2069,2826,2363,2533,2651,2867,2465,2563,3346,2492,1892,3060,2536,3210,2644,1775,3807,1561,2486,2064,3186,2713,2928,2637,2774,2087,4243,2458,2252,3829,3730,3227,2897,2806,2868,2156,1936,2319,3599,3165,2268,3002,2332,1701,3043,3024,2833,3004,3308,2983,2701,3535,3570,2911,3019,1832,3067,3325,2497,2259,3268,3799,2017,3325,2350,2619,4538,2711,3273,4145,2568,2940,4093,3302,2177,3127,2706,2652,2746,2931];
