[49,50,55,59,80,94,102,25,26,28,13,16,76,90,44,48,38,52],
[86,92,73,102,3,4,4,68,68,77,65,94,88,106,79,106,64,82],
[38,42,67,68,21,32,34,12,15,15,100,108,42,56,73,89,69,69],
[13,14,3,3,24,34,34,59,82,85,36,44,29,42,79,94,65,78],
[8,9,94,129,60,66,71,87,105,123,29,33,40,44,4,5,5,7],
[60,78,66,66,51,56,58,43,46,58,16,17,60,70,19,22,60,63],
[58,70,65,65,58,61,77,87,100,115,35,35,19,20,74,89,49,66],
[79,95,72,98,62,69,90,14,15,15,49,51,52,55,51,58,70,72],
[55,83,6,9,19,20,21,74,90,109,13,14,12,13,13,16,42,44],
[27,30,76,91,89,95,98,56,65,73,19,19,53,63,47,72,97,111],
[63,66,37,44,7,8,8,2,2,2,50,66,79,92,72,82,61,70],
[58,75,88,92,65,69,71,69,82,93,21,32,92,114,29,36,21,27],
[13,15,71,85,63,75,89,1,1,1,36,56,49,51,23,29,61,95],
[87,88,91,92,61,66,66,27,30,37,15,15,21,28,1,1,63,66],
[17,21,37,45,1,1,1,23,26,27,81,95,36,51,2,2,76,78],
[12,14,76,87,52,52,54,53,56,61,66,82,41,52,7,8,61,74],
[55,60,13,17,32,34,42,78,88,100,33,34,13,15,11,12,82,104],
[10,10,4,6,52,55,65,22,26,28,53,67,17,21,5,6,22,31],
[24,33,25,27,76,77,80,68,106,117,85,98,72,78,63,67,73,80],
[102,118,55,66,79,98,108,45,71,76,48,50,85,117,21,25,2,2],
[13,20,91,93,88,105,124,18,18,23,60,71,36,58,90,105,54,75],
[19,23,35,40,55,69,72,74,78,81,68,87,22,34,7,7,106,109],
[54,64,16,19,13,14,14,29,35,36,68,71,38,56,54,75,9,11],
[40,49,45,97,9,12,16,59,73,88,68,98,107,129,71,72,33,34],
[1,1,12,16,42,54,54,68,76,80,35,38,4,5,1,1,59,63],
[55,57,57,69,90,94,94,59,66,98,26,28,76,91,3,3,6,10],
[35,38,93,94,89,94,110,15,22,23,2,2,73,102,5,5,45,54],
[86,86,75,98,73,85,86,77,86,109,37,48,55,66,63,65,66,86],
[56,87,12,15,38,38,51,47,56,65,35,53,1,1,3,5,78,88],
[6,9,80,87,47,69,110,29,34,34,45,50,84,86,18,19,3,3],
[44,70,31,35,26,27,30,50,71,88,49,55,13,14,14,16,73,88],
[61,69,51,58,43,53,55,49,52,59,70,75,73,75,9,11,13,17],
[8,8,41,59,57,59,73,76,84,89,41,48,68,81,62,64,38,38],
[84,93,49,70,28,28,34,44,54,60,1,1,23,24,102,113,43,56],
[25,26,63,81,70,77,86,73,73,74,98,100,65,105,48,68,15,17],
[17,18,34,45,42,43,53,22,23,26,15,19,89,101,86,92,77,101],
[52,70,17,20,5,6,6,85,88,96,45,51,27,30,74,95,43,50],
[48,50,90,93,88,119,121,35,35,39,77,86,7,12,41,50,53,62],
[32,38,50,57,55,69,72,15,16,18,52,53,41,52,18,19,94,102],
[102,111,30,31,38,39,56,45,51,63,50,59,11,12,75,75,62,74],
[82,87,62,68,87,88,96,52,54,56,33,55,27,29,79,86,77,95],
[68,75,27,34,52,57,58,30,38,39,5,5,96,96,64,88,28,42],
[89,103,8,10,61,70,85,22,22,31,6,7,51,62,75,77,40,42],
[26,33,53,67,59,62,72,74,88,94,28,35,55,56,54,66,25,28],
[60,92,94,110,28,28,29,58,77,93,68,70,46,103,19,22,43,66],
[44,46,26,38,49,72,73,56,64,64,58,64,6,7,33,37,23,29],
[42,49,59,78,62,63,65,80,85,93,24,38,43,66,33,36,4,5],
[101,115,33,35,76,77,91,14,16,18,19,23,19,21,61,70,54,64],
[74,79,52,78,77,81,91,76,79,81,18,18,38,63,9,11,15,23],
[50,67,30,41,7,9,10,28,37,50,34,35,73,96,17,22,34,36],
[47,73,16,22,100,111,113,64,66,73,99,123,56,58,43,44,106,126],
[59,60,89,97,62,64,73,37,38,48,19,23,47,47,67,81,72,78],
[75,77,2,2,84,85,87,71,78,79,3,3,91,98,34,46,16,18],
[17,24,56,57,15,18,19,44,45,46,44,52,9,12,49,62,12,12],
[30,39,55,67,52,53,59,47,59,62,44,52,12,16,5,7,12,17],
[83,105,29,35,18,18,18,25,34,36,69,73,62,75,12,13,12,15],
[14,15,101,107,81,83,98,90,97,99,30,40,66,71,25,32,12,12],
[54,59,10,11,4,6,6,81,84,101,84,88,15,20,61,69,29,30],
[30,39,35,41,48,55,62,10,11,14,6,7,76,103,1,1,9,11],
[45,63,81,86,55,72,73,6,7,8,8,15,98,100,29,37,11,17],
[54,82,88,91,51,60,61,37,40,42,41,68,6,8,73,92,4,7]
];
OpDue = [2804,2624,2259,2517,2080,2540,2246,3404,3148,3703,2247,3499,2953,3228,3649,2743,2388,2093,2889,2930,3395,2100,3089,3067,2367,2569,2549,4362,3008,2477,1881,3362,2832,3074,3514,3283,2942,2609,2788,2893,4152,3175,2492,2619,2818,3420,3425,1897,3578,2805,3445,2581,2658,2078,2795,2444,1461,3760,3532,3558,2951,2202,3550,1699,2853,2742,4113,2207,2469,2438,2763,2968,2885,3546,2917,2676,3361,2700,3103,3740,2837,2674,2889,3506,2321,2715,2834,2805,2202,4075,3338,2757,1857,2021,2388,3116,2513,1723,2581,2828];
