[90,96,110,22,28,30,30,40,13,18,58,65],
[94,96,114,72,94,95,50,60,34,35,62,73],
[1,1,1,56,69,86,101,119,56,60,38,69],
[19,21,23,30,30,35,55,59,79,107,70,85],
[42,44,50,83,98,99,34,35,26,27,98,110],
[48,58,71,72,91,98,26,29,22,25,2,2],
[64,72,99,7,7,10,56,95,45,58,76,89],
[75,79,105,33,33,37,29,33,3,3,1,1],
[8,9,13,35,46,46,59,90,70,80,86,91],
[46,55,62,77,99,118,22,26,41,44,75,78],
[41,41,48,31,34,34,8,10,24,43,29,41],
[68,87,91,41,45,50,10,12,106,116,16,26],
[76,88,90,37,41,42,82,86,75,83,9,11],
[34,44,51,11,12,13,71,73,84,100,43,48],
[31,45,48,52,53,58,102,107,64,84,99,121],
[55,58,70,74,92,103,84,87,52,64,23,24],
[35,55,67,36,37,44,81,90,59,65,18,19],
[16,16,21,44,48,50,16,27,51,55,49,60],
[81,84,112,34,43,54,91,92,66,73,23,29],
[47,48,50,44,47,48,6,7,12,13,6,7]
];
OpDue = [1580,1668,1883,1844,1827,1739,2397,1940,2351,991,2256,2475,2751,1865,1897,1729,1556,3269,1533,2173,2179,1683,1337,1815,1369,2187,1948,2249,1428,2397,1804,1953,2291,2271,2449,2023,1348,1865,1583,2643,1545,1731,2429,2677,1947,2097,3012,1980,3208,1980,1875,2156,1641,2167,1388,2741,2251,2329,1879,2212,1535,2551,2464,1780,2339,2009,1904,2011,1784,1467,1936,965,2395,871,1452,1797,2139,1847,1533,1693,1899,2763,2343,2241,2429,1592,2367,1245,2323,2363,1231,2163,2381,2116,3073,2541,2059,1552,2584,961];
