[30,30,43,48,7,8,11,35,60,60,33,44],
[38,42,55,75,67,85,99,1,1,1,106,115],
[57,68,77,84,21,27,28,6,6,7,90,104],
[10,12,1,1,30,31,33,84,92,94,79,80],
[26,33,4,5,3,3,5,46,58,61,29,34],
[3,3,63,67,33,36,42,61,77,78,78,80],
[25,27,70,75,35,40,52,40,49,52,25,25],
[2,2,1,1,22,25,27,3,3,5,52,66],
[48,53,3,5,8,8,9,58,71,73,69,85],
[27,29,8,9,45,45,51,84,84,111,50,54],
[80,88,46,51,105,108,123,45,48,56,10,16],
[20,22,9,10,7,8,10,1,1,1,65,98],
[67,77,49,60,8,10,10,31,33,36,69,82],
[72,86,14,26,14,18,19,67,91,101,52,73],
[44,58,93,95,33,34,38,25,31,36,79,92],
[66,68,11,12,36,52,67,58,77,78,35,45],
[19,30,50,53,38,49,53,17,18,26,2,2],
[54,60,10,11,70,71,78,27,32,40,42,54],
[43,48,48,50,54,58,58,28,28,30,86,112],
[43,45,19,24,6,8,8,24,25,32,3,3],
[63,63,54,65,28,28,33,52,69,80,15,18],
[70,88,11,17,6,6,8,52,54,61,26,35],
[11,17,66,72,36,41,45,14,18,18,48,52],
[39,41,15,19,30,31,35,30,35,38,3,3],
[52,65,60,60,53,59,78,72,77,81,73,76],
[19,21,32,39,7,7,8,65,96,99,80,84],
[78,91,56,76,61,65,70,61,71,89,60,71],
[41,80,28,32,6,6,8,50,53,64,24,31],
[13,18,26,28,48,59,67,26,27,28,59,59]
];
OpDue = [2088,2335,2188,2233,1947,2228,1923,2111,1861,2304,2455,2129,1933,1500,2572,2763,1963,2099,1151,1661,1987,1860,2289,2020,1557,2484,2211,2027,1876,2436,1352,2199,1220,2531,2551,2056,2537,2187,1704,1987,2529,2625,1615,2447,2519,1729,2092,2399,1708,1860,2301,2163,2647,2244,1740,1789,1555,2988,1765,2368,2523,2028,1703,1877,1209,1664,1825,2805,1604,2457,2093,1395,2401,2173,1703,993,2048,1703,723,1657,1828,2457,971,1957,2119,2369,1929,1160,1772,2231,823,1885,1487,1523,1011,2664,1852,2840,1443,1492];
