[6,6,35,40,44,37,37,16,16,21,70,85,99,40,40,14,15,17,57,70],
[22,24,31,34,37,38,38,11,12,15,2,2,2,90,98,8,9,9,3,3],
[55,55,43,46,56,30,53,42,53,57,78,85,86,27,29,35,38,42,64,83],
[52,62,54,57,61,68,72,51,62,75,16,19,22,77,88,95,98,100,36,39],
[28,39,66,71,71,7,10,79,92,106,79,87,93,51,55,20,24,26,71,87],
[54,71,16,21,22,101,103,32,45,57,21,24,24,69,77,54,64,66,80,89],
[74,102,48,65,66,60,63,58,67,75,25,33,40,80,80,31,41,45,9,9],
[39,46,41,46,47,7,8,35,39,43,23,24,27,64,69,57,70,70,4,5],
[20,25,50,60,70,61,69,21,22,25,60,86,88,47,52,52,57,85,60,88],
[46,62,7,8,9,57,63,60,64,67,72,103,110,81,84,90,102,102,35,37],
[81,107,69,76,87,11,19,19,28,30,35,46,48,49,49,57,76,91,72,86],
[13,18,46,49,52,67,105,59,61,63,37,53,71,35,40,29,33,35,3,4],
[28,35,19,22,23,42,43,19,19,21,61,66,83,14,16,53,60,80,53,53],
[95,107,62,71,88,76,87,73,89,90,56,77,85,65,78,50,75,76,7,8],
[56,64,79,88,114,59,61,10,13,16,22,22,28,42,50,51,56,69,59,71],
[82,83,40,45,61,48,77,34,34,38,47,75,79,92,103,32,33,38,72,73],
[78,78,88,89,99,88,91,50,60,67,65,72,73,16,18,19,25,33,16,18]
];
OpDue = [2658,2819,2695,2063,1580,2888,2416,3414,1784,2465,3166,1946,2348,2471,3147,1811,2715,2977,2074,2227,3443,3012,3494,1995,1895,3851,3424,2535,2855,3746,2690,3102,3173,2332,2545,3535,2204,2071,3242,2739,2718,2675,2116,2050,2678,2559,1846,3529,2375,2261,2209,3380,4321,1896,2575,2592,2993,2951,3086,2645,1922,3137,2672,3961,2728,2966,2822,2988,2641,3080,2616,2146,2778,3689,3129,3115,3406,3441,2291,2940,2970,3491,3274,2127,1507,2928,3386,3117,3295,3056,2065,3054,3480,3204,2370,2221,3912,2942,3502,3137];
