[31,32,29,32,34,31,38,89,91,45,46,55,65,70,85,22,22,26,75,78,83],
[1,1,9,10,13,46,61,8,9,26,40,40,1,1,1,54,56,63,40,47,77],
[92,95,76,93,119,5,6,3,3,53,55,65,54,73,94,40,45,50,19,27,28],
[20,26,11,12,14,27,28,91,96,52,64,73,50,61,61,16,19,20,87,94,99],
[6,6,41,42,43,47,50,26,34,72,79,88,63,79,88,31,31,35,53,61,67],
[52,68,48,57,69,84,102,77,96,26,31,34,21,22,30,42,43,44,52,56,66],
[67,79,68,68,93,28,34,53,70,31,40,48,86,94,95,30,35,40,8,9,9],
[89,104,3,4,5,53,55,1,1,48,51,70,13,20,21,68,96,100,7,7,8],
[23,26,12,13,13,21,26,35,44,26,29,30,8,9,13,35,37,58,41,54,62],
[53,63,22,27,32,83,87,81,101,20,26,26,61,68,86,1,1,1,52,64,70],
[74,82,29,37,44,82,87,70,81,45,47,60,11,12,14,73,76,98,24,30,37],
[18,19,29,38,42,45,57,57,87,4,5,6,33,34,36,56,72,75,19,21,22],
[27,40,56,75,82,74,100,62,73,63,73,82,49,62,66,56,76,81,91,93,116],
[65,75,85,97,109,2,2,59,74,46,69,74,6,6,8,7,8,9,21,22,22],
[5,7,17,23,25,24,31,70,90,69,74,87,5,6,6,31,32,36,40,40,43],
[10,11,19,32,35,65,70,62,62,3,6,6,48,51,58,23,29,33,44,60,60],
[8,8,46,52,60,32,34,69,74,61,65,75,8,9,9,73,74,78,3,3,5],
[60,69,25,28,29,10,15,64,120,7,10,11,32,40,55,39,45,45,12,12,13],
[31,36,51,52,58,12,18,48,62,47,56,58,43,51,66,60,66,81,34,35,49],
[45,53,14,17,17,8,9,23,26,76,90,107,16,18,21,41,54,69,53,59,72],
[49,52,24,26,41,4,5,83,97,4,5,7,42,46,49,35,41,42,25,29,32],
[51,65,18,19,25,23,26,84,94,48,60,63,62,72,77,26,27,33,63,76,77],
[72,87,8,9,10,28,32,27,30,3,4,4,66,66,74,36,39,41,64,74,101],
[75,96,59,63,74,63,96,33,40,60,64,78,17,17,18,34,39,57,67,78,97],
[64,77,72,82,92,24,27,47,53,6,7,9,40,42,45,52,55,57,72,86,109],
[41,67,71,85,97,25,35,53,59,69,75,81,60,65,80,2,3,3,1,1,1],
[4,5,14,16,16,20,22,38,57,73,87,90,76,84,91,43,54,59,1,1,1],
[65,87,81,96,101,21,30,83,102,55,62,63,61,62,66,17,18,19,43,61,68],
[76,78,46,53,53,65,83,82,89,36,47,50,57,65,85,50,64,72,69,72,91],
[96,116,7,7,9,78,101,16,20,42,49,54,50,50,51,88,90,126,36,40,44],
[5,10,38,50,66,32,35,71,97,64,77,82,47,56,78,64,65,71,36,36,38],
[41,49,50,65,68,48,50,49,72,72,74,87,82,89,101,74,86,93,38,49,55],
[64,75,12,16,17,43,76,60,62,29,45,46,63,73,79,92,98,102,66,87,105],
[10,14,56,57,69,51,53,92,98,11,13,13,46,53,55,14,14,14,8,8,9],
[29,32,53,59,74,42,52,78,92,43,45,52,25,29,35,42,61,67,35,36,38],
[70,85,36,39,46,55,62,18,19,39,56,65,79,91,102,37,38,38,52,91,92],
[36,40,32,47,51,55,71,30,32,25,26,30,84,90,94,35,45,51,37,49,50],
[30,38,85,115,121,42,58,7,7,82,91,95,8,9,13,81,82,87,54,55,81],
[83,84,55,60,65,54,56,87,90,50,62,73,25,27,33,36,40,42,33,36,43],
[87,100,8,9,10,37,63,76,94,43,49,58,1,1,1,67,76,87,22,32,33],
[12,12,23,32,32,92,94,41,41,60,75,83,79,86,87,16,17,18,46,48,64],
[37,37,36,44,51,34,37,3,4,22,23,25,22,24,33,43,55,60,11,13,15],
[37,47,52,54,57,39,39,34,40,1,1,1,68,73,84,23,28,31,31,33,36],
[54,64,37,42,50,39,43,71,108,89,103,107,18,24,29,29,35,36,21,22,33],
[85,91,73,74,83,8,9,7,7,46,63,67,13,17,18,80,84,95,11,13,15],
[38,50,33,38,45,3,3,93,94,48,62,71,51,62,63,82,86,108,37,43,48],
[7,12,77,78,81,15,17,48,49,11,11,14,70,79,85,21,25,35,52,53,53],
[3,3,10,10,12,66,73,39,45,83,86,91,18,19,21,42,49,50,69,82,86],
[70,73,24,27,38,44,46,81,92,11,14,16,69,77,86,79,95,100,50,60,83],
[18,19,44,44,47,48,84,71,102,73,80,100,88,96,99,32,37,40,74,75,90],
[90,102,6,7,8,61,64,58,73,17,18,19,7,8,9,83,85,117,57,80,95],
[50,66,83,102,107,77,77,20,21,7,7,8,6,7,8,32,37,40,15,15,18],
[35,48,22,23,26,45,59,14,16,79,94,101,44,51,64,38,57,58,28,34,43],
[10,10,28,32,32,84,105,47,51,62,63,70,30,35,45,33,42,52,4,5,6],
[17,31,64,76,86,63,67,7,9,55,79,93,78,81,122,4,4,4,83,88,90],
[56,58,69,75,85,48,56,53,72,50,60,79,91,91,99,3,3,3,4,4,5],
[18,25,64,67,82,6,6,7,7,65,69,78,38,41,54,31,47,47,16,17,20],
[72,89,44,65,65,18,22,43,50,59,64,64,42,61,63,62,73,79,8,8,8],
[77,85,43,52,62,7,9,75,76,52,53,66,2,2,2,66,85,94,59,76,87],
[17,20,11,14,15,28,33,68,69,12,14,15,66,68,76,7,10,14,13,15,19],
[6,7,20,22,25,34,40,45,54,29,32,38,24,25,37,47,52,65,61,64,79],
[42,51,15,18,23,17,19,64,75,5,6,7,59,62,68,8,9,9,47,62,64],
[54,80,66,74,96,7,7,35,38,30,36,37,65,70,112,45,49,55,79,83,101],
[31,43,43,46,53,38,44,3,3,70,78,86,7,10,11,65,66,68,91,98,100],
[100,127,78,85,119,37,50,33,50,77,91,107,25,29,31,62,62,68,14,22,24],
[61,78,24,25,32,104,132,7,8,38,42,44,57,61,68,36,40,41,45,50,60],
[30,42,63,64,70,62,65,75,92,4,4,5,81,99,104,49,52,52,6,8,8],
[35,66,60,66,66,80,110,87,101,23,24,29,59,73,98,5,7,8,39,47,62],
[37,42,57,63,80,106,109,35,43,65,83,96,71,75,79,51,54,60,86,108,119],
[17,21,22,23,29,19,24,69,88,4,5,5,6,7,9,65,68,108,31,37,48],
[81,87,43,45,61,6,7,16,17,14,18,22,63,66,76,70,81,98,29,31,40]
];
OpDue = [2980,2405,2442,3165,3225,3414,3146,2396,2253,2289,2506,2210,2757,3082,3236,2606,3611,3498,2570,3277,1807,2196,3000,3110,3675,2509,1937,2263,3072,2882,1556,2793,2718,2629,3172,2918,2276,1639,2938,3152,2139,3932,2344,2041,2163,2237,2123,2607,2263,2060,2941,2364,3328,2949,2599,2158,3395,3779,3228,2900,3609,3500,2140,2757,3184,2665,3108,3176,2759,2809,1645,2163,2902,2479,3030,2256,2500,3355,3575,3005,2236,2538,2332,3029,2883,1959,2814,3021,1684,2098,2016,3102,2648,3476,2912,2842,3231,3978,1923,2515];
