[88,105,30,36,45,11,14,61,76,82,57,64,69],
[14,18,2,2,2,54,67,67,74,89,35,36,37],
[33,40,37,48,70,52,57,92,102,113,79,81,99],
[72,81,44,49,62,25,26,70,100,105,77,96,101],
[30,39,91,113,115,82,92,58,59,76,68,70,73],
[40,41,58,59,59,21,23,19,20,23,48,49,57],
[5,11,84,91,104,13,15,84,88,96,45,56,60],
[56,81,68,95,101,22,28,56,70,75,101,101,102],
[51,55,54,66,75,3,6,38,61,67,48,50,56],
[14,15,57,79,96,13,21,14,14,17,86,104,108],
[77,88,46,54,59,6,9,72,74,76,34,51,59],
[3,3,68,90,98,56,84,5,6,8,73,73,74],
[104,115,55,82,92,81,89,65,69,73,4,4,6],
[36,41,29,32,34,48,51,86,91,108,51,55,67],
[36,50,73,77,85,67,86,59,73,78,48,50,59],
[13,13,26,38,42,8,9,27,31,33,57,99,101],
[50,59,80,101,117,31,44,67,88,89,76,114,117],
[27,31,16,16,21,54,57,16,21,22,37,50,53],
[38,41,58,70,94,38,43,53,56,70,3,3,4],
[48,48,57,73,77,27,34,79,91,93,83,93,102],
[53,67,73,77,79,2,4,6,7,8,5,10,11],
[85,93,81,86,89,92,107,30,32,36,66,69,87],
[16,18,48,55,63,81,91,70,80,102,6,6,7],
[8,9,81,82,93,22,24,77,85,101,38,39,43],
[11,12,68,79,90,3,3,59,73,74,86,99,107],
[25,27,43,50,66,17,21,59,64,72,91,97,98],
[65,72,14,14,16,79,92,29,31,46,50,53,62],
[62,69,39,50,55,11,14,14,18,19,8,9,9],
[34,46,36,51,63,52,72,78,79,94,64,85,88],
[37,50,61,68,75,97,114,5,5,6,52,59,60]
];
OpDue = [2020,2048,1463,2567,2515,2424,1853,2229,1716,1288,2327,1379,1615,1495,1505,1549,2333,1976,1731,1403,1067,2576,3145,2415,1460,2829,1988,1703,2443,1591,1861,1153,3229,2169,1687,2119,1867,2761,1863,2289,1532,1561,2948,1532,1341,1637,1545,1560,2493,1333,1693,2143,2044,2673,1955,2703,2096,2341,1917,1424,1927,2143,2459,2157,2496,2519,2019,1747,2644,1833,2259,1529,2651,2693,2900,1545,2064,2799,1833,1785,2120,1904,2756,2179,2561,1383,3000,1348,1736,2623,1240,3044,1989,1956,2076,2067,2072,1213,2517,2235];
