[20,26,28,94,100,103,54,61,79,69,73,61,104],
[37,39,39,52,55,61,13,16,18,4,4,62,92],
[64,89,91,58,59,79,63,80,84,12,15,76,92],
[44,57,57,77,88,93,75,76,84,23,25,69,82],
[61,67,77,84,99,101,70,73,79,19,20,48,58],
[66,79,96,13,15,15,79,80,86,84,103,66,79],
[84,85,93,26,31,36,1,1,1,28,31,22,24],
[56,68,71,25,30,35,14,15,15,84,87,47,54],
[82,84,91,72,78,90,55,64,69,34,41,47,53],
[53,54,56,5,5,6,80,97,119,52,69,60,61],
[64,82,89,22,24,24,5,5,6,17,19,69,91],
[20,23,26,14,15,18,25,27,32,11,12,79,80],
[12,14,14,58,70,81,3,5,6,27,30,103,124],
[57,66,70,28,31,40,27,28,35,76,91,62,85],
[37,53,62,24,31,32,66,73,86,75,91,63,68],
[41,58,63,62,63,68,33,41,56,38,42,69,79],
[68,89,100,6,8,9,36,37,41,10,14,63,77],
[9,10,11,64,67,82,51,57,63,19,21,76,76],
[67,71,73,60,68,69,87,90,91,54,68,55,61],
[53,57,57,86,96,107,88,97,102,27,31,9,11],
[53,66,72,77,106,118,85,117,120,32,39,68,71],
[82,86,106,88,89,98,70,89,116,66,89,33,39],
[57,59,68,28,28,33,62,68,71,66,67,14,18],
[13,18,20,64,66,75,53,69,76,2,2,60,61],
[7,9,9,2,2,2,87,92,97,77,79,77,78],
[48,59,65,32,38,40,7,7,7,32,38,73,81],
[86,89,101,21,25,26,75,80,108,57,78,75,80],
[74,92,97,91,95,99,71,105,114,39,51,85,88],
[44,45,77,6,11,13,49,69,71,53,63,71,77],
[43,50,51,56,59,65,36,55,63,5,7,71,73],
[74,82,91,1,1,1,22,25,32,20,20,56,56],
[19,21,23,23,24,31,35,44,57,17,17,10,12],
[37,39,43,19,19,22,46,46,46,8,9,3,5],
[35,39,42,44,45,47,49,57,62,79,85,70,79],
[18,25,26,13,14,20,10,13,13,71,74,33,37],
[24,40,47,31,32,34,24,26,32,45,70,60,96],
[28,30,34,12,14,18,20,20,26,75,87,69,95],
[77,81,90,70,71,78,41,42,50,39,44,18,22],
[41,43,48,37,38,42,68,72,93,61,95,33,36],
[68,72,81,81,96,117,52,65,67,45,46,51,70],
[9,9,13,77,96,105,15,16,17,3,6,16,17],
[16,19,23,58,73,93,14,14,15,84,89,8,13],
[48,58,62,55,56,58,70,75,85,22,22,67,83],
[32,35,36,76,79,92,68,76,79,71,80,21,24],
[6,7,8,48,59,74,35,42,49,76,98,86,103],
[76,90,100,71,107,109,52,60,70,4,4,50,58],
[37,39,41,23,29,37,24,26,27,28,36,39,44],
[83,91,107,19,20,20,1,1,1,78,99,26,29],
[71,73,95,55,64,65,23,26,27,5,7,66,84],
[60,63,67,22,28,34,81,95,98,48,57,49,56],
[2,2,2,46,52,69,62,63,81,84,90,29,31],
[66,69,73,13,15,15,89,108,114,31,36,29,39],
[34,41,42,18,18,20,32,34,34,8,13,47,69],
[39,43,44,72,82,99,78,79,83,27,40,82,90],
[63,70,91,27,35,38,39,44,48,20,23,69,110],
[1,1,1,44,45,66,76,76,81,4,5,32,34],
[80,101,102,1,1,1,59,60,71,56,66,45,52],
[23,25,27,84,96,104,23,26,29,8,8,62,72],
[11,13,14,62,79,105,65,65,76,29,38,4,5],
[71,72,93,79,89,113,61,65,69,73,82,37,44],
[56,60,66,3,4,5,70,95,115,84,98,77,86],
[56,66,78,21,21,23,60,72,107,23,39,39,43],
[84,93,105,64,70,73,62,75,83,23,26,24,25],
[79,80,97,79,87,109,60,80,83,41,46,28,42],
[6,6,7,17,18,20,28,34,39,52,67,28,28],
[15,26,31,78,98,114,30,36,45,17,18,18,18],
[62,71,88,53,63,79,18,18,21,58,63,44,55]
];
OpDue = [2092,1156,1536,2269,2295,1741,2625,2169,1171,1327,1829,2151,2356,1945,2232,2027,1869,1560,2560,1396,2171,2795,1051,2397,2232,2044,1549,1045,1171,1544,2124,1175,2720,2735,1528,2559,2532,2476,2739,1375,1965,2527,2235,1640,1261,1837,2275,2425,2205,1707,1872,2755,2293,3011,3105,1924,1711,2063,1704,2789,3287,2083,1899,1485,963,945,2372,1265,1857,1843,2092,2185,2712,1120,1643,2288,2312,2327,2424,1343,1843,1979,2301,1947,2039,1276,2607,2101,1343,2145,1765,1611,2843,2644,1920,2283,2639,1167,1545,2141];
