[76,78,78,96,44,73,70,91,27,36,12,18,22,36,44,39,42],
[54,68,62,82,29,31,44,51,67,101,38,50,54,85,86,31,31],
[9,12,52,82,14,18,78,90,4,5,61,78,81,64,66,8,9],
[15,22,6,7,37,45,48,48,31,39,75,79,87,56,64,60,67],
[74,96,82,113,10,11,2,2,53,54,5,5,6,27,50,81,91],
[46,57,14,17,56,64,84,105,90,92,6,7,7,36,48,83,104],
[76,94,9,15,35,36,35,44,62,65,31,37,41,87,88,58,85],
[63,129,2,4,26,29,63,69,36,41,17,18,25,36,40,83,85],
[30,38,62,80,81,91,22,29,69,82,3,3,3,34,37,42,61],
[3,3,65,80,3,3,94,111,7,9,2,2,2,47,55,21,37],
[70,101,5,6,72,91,13,18,11,13,29,33,34,46,63,50,70],
[84,104,24,28,92,108,67,82,29,33,25,29,34,24,26,26,28],
[54,73,63,69,62,62,66,67,51,54,19,20,23,57,85,43,45],
[22,24,9,9,10,11,78,79,45,54,48,95,106,91,94,61,92],
[71,84,36,37,46,76,58,70,7,17,10,11,12,30,31,20,30],
[59,82,73,75,79,83,84,87,11,14,55,56,69,37,49,24,28],
[82,107,88,112,17,18,11,13,93,93,16,17,20,51,56,48,55],
[39,49,37,50,31,39,105,107,79,81,25,25,33,56,68,71,80],
[87,93,35,36,8,10,4,4,42,64,32,34,36,48,49,47,50],
[53,78,73,96,84,88,3,5,33,38,13,15,19,70,73,47,98],
[20,22,42,61,68,98,60,67,36,41,32,46,50,17,17,78,96],
[15,16,90,94,28,29,51,54,5,6,26,28,34,25,27,4,5],
[26,42,79,84,65,69,54,66,44,55,6,6,7,18,34,52,70],
[46,49,43,50,70,72,69,70,39,54,55,62,68,90,92,10,11],
[57,68,16,17,46,52,59,62,31,40,65,98,102,82,111,47,50],
[59,68,61,83,31,34,29,40,49,67,32,43,53,31,34,8,9],
[52,92,65,68,37,40,12,13,20,21,16,18,24,88,99,68,74],
[35,38,71,71,24,24,68,80,63,69,61,80,94,59,64,43,50],
[80,89,15,19,45,45,61,81,3,4,65,78,78,59,59,44,47],
[66,80,31,36,29,37,76,95,76,77,1,1,1,15,18,2,2],
[77,84,54,71,44,55,26,30,56,64,65,68,72,70,96,18,21],
[36,41,77,104,24,27,8,8,40,41,35,37,38,81,91,84,100],
[31,41,99,112,42,75,6,7,60,80,31,31,32,62,69,95,110],
[63,73,41,56,8,9,58,61,61,63,114,116,138,67,71,54,61],
[69,89,71,80,72,73,61,69,23,27,49,49,51,8,9,37,43],
[50,67,47,52,52,58,44,55,75,81,84,91,94,90,105,3,3],
[73,92,53,106,77,104,105,110,60,64,65,81,95,45,65,66,93]
];
OpDue = [1623,2846,2424,2454,2415,2807,3079,3116,2743,2907,2122,3435,3028,3047,2862,4061,2324,3179,2669,2580,2690,1783,2720,3623,2899,1773,3023,3297,3095,2491,1659,2230,3550,2679,2959,3464,2951,2872,3203,1859,2252,3232,3110,2333,2778,2385,3735,2924,2588,2819,2652,2652,3285,2448,3469,2757,2420,2909,2867,2741,2980,3438,3399,3026,3208,2302,2470,2648,3183,3016,2611,2674,1897,2426,2848,3123,2958,2223,3168,3078,3316,2258,3046,2829,1777,2697,3109,3201,2409,2757,3205,2794,2247,3159,2924,3331,3470,2906,3365,4458];
